date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,state,statezip,country
02-05-2024,588427,5,2.5,4872,4896,1.7,1,3,2,4573,299,1987,2014,6957 Station Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,2812882,4,1.8,4392,1296,2.5,0,1,5,1419,2973,1995,2023,240 Park Street,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2693586,5,2.6,584,2016,1.5,1,0,1,506,78,2008,2003,9015 Main Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,530652,1,1.1,2514,2762,1.3,1,2,1,1099,1415,1975,0,5098 Main Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4588366,5,2.3,4555,1777,2.5,0,4,2,752,3803,1997,2021,389 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,1438097,4,2.2,3343,7498,2.5,1,1,4,1238,2105,1971,1993,5766 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,3047840,1,2.6,654,2172,2.4,0,4,5,556,98,2003,2017,3995 Station Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,788948,1,1.9,2557,5526,1.8,1,4,4,851,1706,2015,2012,3135 Park Street,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,805275,2,1.6,3863,7492,1.2,1,4,1,1951,1912,1965,0,7412 MG Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,4849794,2,2.8,3668,9568,2.6,0,1,4,3374,294,2018,0,9199 Circular Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1341442,2,1.2,4046,7643,2.8,1,2,4,588,3458,2000,2021,9605 Main Road,Patna,Bihar,Bihar 115249,India
02-05-2024,2817650,4,1.6,3751,8111,1.7,0,3,5,1614,2137,1979,2017,2501 Station Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4359097,2,2.8,3933,5232,2.4,1,3,4,574,3359,1975,1997,611 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4682693,5,1.3,2967,8147,1.7,0,1,5,735,2232,1977,2017,1181 Main Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,4435763,2,2,1316,8399,2.9,0,1,3,631,685,1994,2018,3305 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,4803535,2,2.1,3132,7296,2.7,0,1,3,1553,1579,1999,2019,4610 Station Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,1718606,3,1.7,4289,3930,1.6,0,2,3,3622,667,1995,0,5150 MG Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,4575054,5,2.6,3476,9800,1.6,1,4,3,2827,649,1993,0,6834 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,3351052,1,1.8,4102,2158,2.5,1,3,4,2461,1641,1992,0,4368 Park Street,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,615235,3,2.4,2936,4300,2.5,0,3,4,1066,1870,2023,2018,9011 MG Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,2095507,3,2.5,4815,4241,1.5,1,2,3,3682,1133,2015,0,6344 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,1654574,5,2,3761,8734,3,0,1,2,3559,202,2002,0,1840 Circular Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1778738,5,1.2,1683,8628,1.3,1,1,1,1078,605,2002,0,4681 Main Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2566866,4,1.7,2279,6004,2.3,1,4,4,1063,1216,2004,0,6888 Main Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4377821,3,2.9,3871,7041,2.8,1,4,3,1472,2399,1994,2019,839 Circular Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,3262830,4,2.7,2594,8040,1.8,0,0,3,1872,722,1980,0,4590 MG Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,3351278,1,2.2,4246,5036,1.8,1,2,3,2818,1428,2020,2021,6401 Circular Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,3293562,4,1.1,4667,9241,2,0,3,1,2235,2432,2001,0,5327 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2227704,4,2.6,1451,5969,2.1,1,0,2,1164,287,1960,0,8089 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1022049,2,2.5,2595,6073,1.2,1,2,5,1329,1266,1990,2010,4484 Circular Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4058898,4,2.5,1877,7983,3,0,2,2,844,1033,1956,0,1503 Station Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1713781,1,2.9,3797,8766,3,1,3,1,1965,1832,2004,2015,585 Station Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2983275,4,2.8,1294,8924,2.1,0,0,3,1152,142,2002,2002,2710 Park Street,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,2574818,4,1.2,2602,7854,1.1,1,1,2,2289,313,1958,0,6437 Park Street,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1160821,2,2.3,4915,1100,1,1,4,3,1445,3470,1981,0,3602 Main Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,1610982,4,2.3,3492,7286,2.1,1,2,3,2373,1119,2014,1998,6831 Park Street,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,2026345,5,2.9,1285,1392,2.4,1,1,1,580,705,1985,1990,3129 Main Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,545991,4,1.2,4167,3668,1.5,0,3,3,1419,2748,1993,2007,5741 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,4061221,3,2.6,4566,8749,2.6,0,4,2,2611,1955,2018,0,1745 Station Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,4477115,2,2.7,2345,6841,1,1,4,1,1616,729,1965,0,6831 MG Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,3989015,2,1.4,948,9827,2.5,1,1,1,896,52,1991,1990,1175 Park Street,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,506687,1,2.3,1734,5260,2.9,1,1,4,722,1012,1950,1999,5704 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,3111558,3,1.5,2411,7815,1.9,0,3,3,2049,362,1970,1993,8013 Main Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,4659682,1,1.8,1443,7236,1.5,1,4,5,1433,10,1997,0,3901 Circular Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,1315041,4,2.7,3904,9253,1.6,1,2,5,1327,2577,1996,1997,2037 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,1121517,1,2.8,1444,3432,1.8,1,0,2,1060,384,1957,0,1890 Park Street,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,605560,4,2.8,4664,7496,2.9,0,2,5,1701,2963,2007,0,7705 Main Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,1626396,3,1.2,827,7655,1.5,1,1,5,823,4,1961,0,9639 MG Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,3480764,1,2.3,2284,2207,3,1,2,5,1694,590,1953,2010,4078 Station Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,2175302,1,2,4411,4929,2.9,1,3,1,3780,631,1998,1998,2113 Circular Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,3442474,1,2.8,2366,5602,3,1,2,5,1667,699,1975,0,7904 Park Street,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,1669902,1,1.9,4040,8472,2.9,1,1,5,3877,163,1968,0,3634 Park Street,Patna,Bihar,Bihar 115249,India
02-05-2024,1238550,3,1.2,739,8803,2.3,0,0,3,639,100,1975,2010,6900 Station Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,1319035,5,1.1,2145,7487,1.7,1,4,4,1652,493,1951,2009,9511 Station Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,3440050,4,1.7,850,5025,1.9,1,2,1,738,112,1994,0,7978 Station Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3454822,2,1.6,3434,3903,1.8,1,4,2,1371,2063,1989,2017,8080 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,678769,2,2.5,3490,4494,2.9,0,3,5,2060,1430,1988,0,9919 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,2423864,1,2.6,3382,2951,2.9,0,2,3,2938,444,1952,1998,1559 MG Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4008725,1,2.1,4792,8303,1.3,1,2,3,2879,1913,2022,2021,9267 MG Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,4783740,1,1.5,3060,6257,1.3,0,2,5,2843,217,2022,0,3999 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3435926,2,2.5,2187,9255,1,0,4,3,1959,228,1998,0,6864 Main Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,4030918,3,1.7,551,8299,1.4,0,4,1,518,33,1988,0,3552 MG Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,3946044,5,1.7,3405,4338,1.3,1,4,2,1567,1838,1950,2002,4608 Station Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,2846095,3,2.8,1675,8944,1,1,0,2,564,1111,1952,1993,7015 Main Road,Patna,Bihar,Bihar 115249,India
02-05-2024,4049181,2,2.8,4315,8319,1.6,0,0,5,2123,2192,1952,0,8827 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,3559626,5,1.3,1485,1858,1.6,1,0,2,849,636,1996,0,508 Main Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,1591195,3,1.5,1850,4477,2.2,0,1,4,608,1242,1968,1994,2920 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,608293,3,3,787,9113,2.2,0,1,5,519,268,1952,0,7782 MG Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,4481284,1,2.5,2920,5334,1.4,1,1,4,1651,1269,1982,0,6554 MG Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2768566,1,1.4,598,4681,1.5,1,0,5,597,1,1976,2005,6435 MG Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,4407316,5,2.6,3371,6693,1.5,1,2,3,537,2834,1985,1993,648 Main Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,2067184,4,1.3,1012,8410,2.4,1,4,3,624,388,2003,0,359 MG Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4764605,4,1.6,3614,7527,1.3,0,4,3,1719,1895,1971,0,2402 Park Street,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,3353093,4,2,2853,7275,2.5,1,4,2,2808,45,2001,2015,4236 Park Street,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,898298,2,1.9,4287,5307,1.7,0,4,2,2050,2237,2014,1996,5476 MG Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,2670426,1,1.8,2738,4733,2.3,0,4,4,1559,1179,2018,0,7065 Circular Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1899429,2,1.5,3849,8179,1.6,0,0,3,2446,1403,2011,2015,6393 MG Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,2282635,5,2.2,1005,4241,1.4,0,3,1,691,314,2011,2017,9903 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4434752,5,2.1,1642,4911,2.9,1,2,2,1093,549,1962,0,2118 Main Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1565678,4,2.6,992,8659,2.2,1,1,4,811,181,1981,0,9695 MG Road,Patna,Bihar,Bihar 115249,India
02-05-2024,1649068,2,2.2,4684,1127,1.9,1,0,3,1014,3670,1987,2008,6361 Park Street,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,3438630,3,2.5,1976,2534,2.6,1,4,3,1962,14,1995,2017,5342 Station Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,4018852,2,1,3460,8438,2.6,1,4,1,516,2944,1996,0,6916 MG Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,3092596,4,1.6,521,1786,1,1,0,1,503,18,2022,2016,4118 Circular Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,2655340,2,1.9,1474,1870,2.8,1,1,4,818,656,1954,0,2074 Circular Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,4636883,5,1.9,1311,4443,1.3,1,1,5,951,360,1970,1992,2045 MG Road,Patna,Bihar,Bihar 115249,India
02-05-2024,2327100,5,2.8,1957,4485,1.3,1,3,4,1933,24,1969,0,6341 Park Street,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,3136732,3,1.9,4768,4727,1.7,0,4,3,953,3815,1970,2020,6291 Station Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,3492519,1,1.4,1519,1953,2.3,1,4,5,1044,475,1956,2004,1693 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1140138,5,1.1,4320,5284,1.1,0,1,5,574,3746,2006,1999,2106 Station Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3805139,4,2.4,1854,2714,2.9,0,4,5,1481,373,2008,2009,1298 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,2393570,3,2.6,1322,3985,1.3,1,4,3,1250,72,1997,2010,1413 Park Street,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,4040545,1,1.7,514,8565,1.1,1,3,2,513,1,2000,0,2961 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2178465,4,1,1026,1858,1.1,1,1,4,647,379,1958,0,8712 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,4465804,2,1,4907,4947,2.6,0,3,3,2169,2738,2005,2016,7023 Main Road,Patna,Bihar,Bihar 115249,India
02-05-2024,1316116,5,2.9,1802,1019,2.7,1,4,4,1790,12,1995,0,9162 Main Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,2454386,1,2.3,2636,1449,2.2,0,2,5,1739,897,2008,0,1623 MG Road,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,1216057,1,1.5,3851,4457,1.8,0,3,4,1238,2613,2013,0,4740 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,1358816,2,3,2302,3719,1.6,1,0,3,935,1367,1979,0,770 Circular Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,2150023,5,1.7,4829,7949,1.7,1,0,5,3195,1634,2001,2007,7277 MG Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3829396,3,1.9,3080,4342,1.1,0,1,1,1530,1550,1984,2023,245 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4935798,4,2.3,2398,6700,2.1,0,1,1,2182,216,1955,0,7355 Park Street,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,1401816,1,2.2,2234,1897,2.7,1,1,3,1768,466,2003,2012,8059 Park Street,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,4831718,5,1.7,2149,3614,1.6,0,1,1,1995,154,1973,2017,2398 Main Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,1805964,4,1.9,3422,9565,1.1,1,1,4,955,2467,1970,0,4027 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,3985909,1,1.3,2027,3946,1.8,1,4,1,1096,931,1963,2015,8995 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,3374321,2,2.9,4648,9794,2.8,0,2,1,1071,3577,1962,2013,1093 MG Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,3969851,2,2.2,4361,6703,2.1,0,0,1,1136,3225,2000,0,6259 MG Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,1082332,1,1.4,3101,5357,2.8,1,4,2,1822,1279,1975,1993,3175 MG Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,4569344,4,1.7,1942,6187,1.4,1,0,1,1278,664,1979,2004,1116 Park Street,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,4012228,4,2,3822,4017,2.1,0,2,5,1561,2261,2011,0,8853 Main Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2751506,4,1.9,1778,7733,1.8,0,4,3,983,795,1995,1995,6243 Circular Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3195782,1,2.6,3727,4461,1.7,0,0,4,1636,2091,2021,0,382 Station Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,2568983,5,2.4,2364,5050,1.7,0,2,3,2097,267,2000,0,9244 MG Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,3643722,1,2.6,1592,4284,2.5,0,1,1,1530,62,1970,2021,9874 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,1120241,2,1.3,1082,6737,2.7,1,3,5,833,249,2003,0,9343 MG Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,4318214,5,2.9,4406,8630,2,0,3,4,4185,221,2017,0,8808 Main Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3210464,5,1.7,2339,2556,1.3,0,2,4,1721,618,2010,0,5212 Circular Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,1177311,2,3,524,2346,2.5,0,1,4,521,3,2019,2002,2430 Main Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,990684,1,1.3,2704,9751,1.8,0,1,4,603,2101,1985,0,3587 Main Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2697582,4,2.7,4435,5683,2.3,1,4,3,2398,2037,1984,0,7258 Main Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,550061,4,1.6,1662,5030,1.7,0,2,1,866,796,2022,0,9799 MG Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,3348001,3,2.1,4946,1556,1.2,1,4,2,3673,1273,2003,2019,2271 Main Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3986147,2,1.6,2123,1194,2.1,0,1,3,1518,605,2016,1996,4792 Circular Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3138990,2,1.9,1835,3274,2.9,0,1,5,932,903,1964,1994,2875 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2547409,4,1.3,3880,4308,2.3,1,3,1,1636,2244,1955,0,646 Park Street,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4271780,3,2.5,668,5908,1.5,0,3,4,664,4,2017,2008,6412 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,1840162,1,2,3179,1550,2,0,2,5,2660,519,1995,0,6633 Park Street,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,699659,4,2.6,3403,9459,1.5,1,3,4,1813,1590,2013,2009,3888 Main Road,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,4666104,4,1.4,2255,7886,1.4,0,2,4,1800,455,2003,2017,5565 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,4365077,1,1.8,766,6178,1.1,1,4,1,723,43,1969,2014,590 Main Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,3546157,5,2.9,2892,7253,1.8,1,2,4,2108,784,1968,2005,3923 Circular Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4788957,4,2.3,4696,4339,2.1,0,0,4,3925,771,1955,1993,5993 Station Road,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,4379754,2,2.7,4577,6385,1.3,0,2,5,3455,1122,1983,0,9439 Circular Road,Ludhiana,Punjab,Punjab 116492,India
02-05-2024,2451263,5,1.9,4864,5364,1.5,0,0,5,3523,1341,1974,2007,5291 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3198085,1,2,1081,3216,1.4,1,4,2,880,201,2007,0,5351 Main Road,Patna,Bihar,Bihar 115249,India
02-05-2024,2345572,1,1.1,4296,8748,2.2,0,1,2,2081,2215,2015,2011,215 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,4413829,4,2.4,4012,8513,2,0,1,3,2708,1304,1980,0,4881 MG Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,1493091,5,1,2281,4018,2.6,1,4,3,1228,1053,2016,0,6997 Circular Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,4130186,1,2,3744,1093,1.5,1,4,3,2152,1592,2007,0,3576 Circular Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,3825481,1,1,4377,6409,1.7,1,0,1,1066,3311,2008,1996,5553 Main Road,Kanpur,Uttar Pradesh,Uttar Pradesh 119548,India
02-05-2024,1656374,3,1.7,4619,3866,1.3,1,3,5,2161,2458,2007,0,9306 Station Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4059479,4,2.6,4462,6702,2.9,0,4,3,4090,372,1992,0,8791 Station Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,654524,5,1.2,3793,8369,1.1,0,4,2,1271,2522,1970,0,8494 Main Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,4740630,2,2.3,4848,4150,2.5,1,1,3,3198,1650,1969,0,5497 MG Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,719732,4,2.9,3902,3585,2.2,1,2,5,3783,119,1972,2010,4613 Circular Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1507959,5,2.1,3365,7149,2.1,1,2,1,742,2623,2017,0,9018 Park Street,Nagpur,Maharashtra,Maharashtra 118226,India
02-05-2024,744498,1,2.8,3057,6938,2.1,1,1,5,1670,1387,1973,2021,2666 Main Road,Ghaziabad,Uttar Pradesh,Uttar Pradesh 116721,India
02-05-2024,1255945,2,2.1,4748,3178,1.6,1,0,5,3908,840,1973,0,5071 Park Street,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,4525143,5,2.3,4401,7327,1.6,1,3,1,2365,2036,2020,0,8782 Circular Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,4575000,4,2.3,1761,4143,1.6,0,1,3,1226,535,2005,0,3415 Station Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,4758271,1,2.4,3239,2477,2,0,4,3,1214,2025,1974,1997,529 MG Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,2596603,4,1.7,4501,8985,2.3,0,3,2,1069,3432,1980,2010,716 Main Road,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,4832283,4,3,3232,4643,1.8,1,0,5,1018,2214,2021,0,392 Main Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
02-05-2024,1006056,2,1.6,4733,9603,2.8,1,2,4,3226,1507,1956,0,4175 Park Street,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,1904644,4,1.3,3581,5798,1.7,0,2,1,1622,1959,1993,0,3876 Station Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3149352,2,1.4,3309,4070,3,0,3,4,1156,2153,1980,1992,176 MG Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,1822838,4,2.9,887,5573,1.1,0,1,2,807,80,1973,2001,9415 Station Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,1958109,4,1.3,3287,2933,1.2,0,4,2,3075,212,1988,2002,9367 Park Street,Bangalore,Karnataka,Karnataka 119780,India
02-05-2024,4297234,1,2.6,3491,3898,1.5,1,4,2,2730,761,1966,1990,4486 Circular Road,Patna,Bihar,Bihar 115249,India
02-05-2024,3666493,2,1.1,1819,4588,2.2,0,4,4,1121,698,1995,0,8255 Main Road,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,3086177,2,2.1,1645,3721,2.7,0,4,4,1410,235,2015,0,3345 Park Street,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1582294,3,2.5,2902,9298,2.1,1,4,1,954,1948,1969,1994,1506 Station Road,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,2822756,1,2.8,1286,4909,2.7,0,1,3,680,606,1988,0,2949 Main Road,Ahmedabad,Gujarat,Gujarat 118769,India
02-05-2024,4846249,3,2.9,1909,1050,2.6,0,4,4,1764,145,1975,2022,9406 Park Street,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,3662774,2,2.7,1754,1983,2.8,0,4,5,1664,90,2001,2014,3343 Park Street,Indore,Madhya Pradesh,Madhya Pradesh 114770,India
02-05-2024,1574725,1,2.7,3484,6736,2.2,1,4,1,1956,1528,2023,0,5408 Circular Road,Mumbai,Maharashtra,Maharashtra 113768,India
02-05-2024,3483789,1,2.7,2198,6609,2.5,1,4,1,1796,402,1970,2023,7194 Park Street,Hyderabad,Telangana,Telangana 118564,India
02-05-2024,1380675,2,3,3096,6046,1.7,0,3,4,1839,1257,2014,0,3645 Station Road,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,1051526,3,1,988,1189,2.7,1,2,2,891,97,2009,0,4794 Circular Road,Jaipur,Rajasthan,Rajasthan 117583,India
02-05-2024,2082135,5,2,4131,3936,2.1,0,4,2,2890,1241,1963,2012,2760 Park Street,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,4150277,5,3,3224,5640,2.2,0,0,3,1788,1436,1986,2014,7880 Station Road,Visakhapatnam,Andhra Pradesh,Andhra Pradesh 112459,India
02-05-2024,1330014,2,1.6,3385,9514,1.5,1,2,1,2818,567,2012,0,1474 MG Road,Lucknow,Uttar Pradesh,Uttar Pradesh 114317,India
02-05-2024,2124596,3,1,2278,5636,2.4,1,4,5,1091,1187,1975,1997,9724 Park Street,Pune,Maharashtra,Maharashtra 115059,India
02-05-2024,4418811,3,2.5,4478,8327,2.4,1,2,2,1129,3349,1993,2017,4836 MG Road,Vadodara,Gujarat,Gujarat 114187,India
02-05-2024,2570243,1,2.7,3596,7552,2,1,4,3,3254,342,1956,0,1956 Park Street,Kolkata,West Bengal,West Bengal 115749,India
02-05-2024,3349569,1,1.3,4198,3575,1.7,1,2,5,4007,191,2002,0,9240 Station Road,Delhi,Delhi,Delhi 114299,India
02-05-2024,2817660,3,2.4,3929,2337,1.7,0,1,1,2242,1687,1963,0,9930 Station Road,Thane,Maharashtra,Maharashtra 116680,India
02-05-2024,3816680,2,2.7,542,2831,2.3,0,3,1,530,12,1960,0,6793 Park Street,Chennai,Tamil Nadu,Tamil Nadu 119202,India
02-05-2024,4553695,4,1.5,4347,9193,1.6,1,4,4,2439,1908,1955,2013,4879 Circular Road,Bhopal,Madhya Pradesh,Madhya Pradesh 115279,India
